Asset,Datetime,Timestamp,Runtime_Seconds,SYS_FaultID,SYS_FaultLvl,SYS_FaultSt,Debug_FaultActiveID,PC_GW1_Md_Req,PC_GW1_HVH2_Permit,PC_GW1_EHV_Cntctr_Req,PC_GW1_P_Req,PC_GW1_V_Req,PC_GW1_Fan_Pct_Req,PC_GW1_ESTOP,PC_GW1_IsoSt_Req,PC_GW1_RC,PC_GW2_Md_Req,PC_GW2_HVH2_Permit,PC_GW2_EHV_Cntctr_Req,PC_GW2_P_Req,PC_GW2_V_Req,PC_GW2_Fan_Pct_Req,PC_GW2_ESTOP,PC_GW2_IsoSt_Req,PC_GW2_RC,Core_St,DiagFltID,INV_Status,DiagFltSt,Core_FCE_st,INVTCPSt,Core_Ign_St,DiagFltLvl,Core_INV_St,Core_PDU_St,Core_UI_St,Ign_MPRDen,Ign_Wakeon,LV_12VBATT_V,Cool_FanSpdA,Cool_FanSpdB,Cool_FanSpdE,T_RADA_IN,T_RADA_OUT,T_RADE_In,T_RADE_OUT,P_H2_SUPPLY,P_H2_TANK,FC_Current,FC_Status,FC_Temperature,FC_Voltage,H2LeakSns1,H2LeakSns2,H2LeakSns3,H2LeakSns4,H2LeakSns5,H2LeakSns6,SYS_EnergyMode_Actv,SYS_Estop_Cmd,SYS_AvgPower_Out,SYS_StateMachine,HVB_Current,HVB_Temperature,HVB_Voltage,HVB_SOC,HVB_SOH,HVB_Status,HVDC_Current,HVDC_Status,HVDC_Temperature,HVDC_Voltage,AC_INVA_PF,SYS_EHV_Closed,SYS_Estop_st,AC_INVA_Status,SYS_LV_Voltage,SYS_Status,AC_INVB_PF,AC_INVB_Status,H2Tank_AvgTemp,H2Tank_FuelCapacity,H2Tank_FuelDensity,H2Tank_FuelRemaining,INV_A_ApparentPower,INV_A_FaultGrp1,INV_A_FaultGrp2,INV_A_FaultGrp3,INV_A_FaultGrp4,INV_A_Status,INV_A_ApparentPower_Calc,INV_A_ActivePower,INV_A_DCVoltAct,INV_A_FanSpd1,INV_A_FanSpd2,INV_A_TempMax,INV_A_LineCurrA,INV_A_LineCurrB,INV_A_LineCurrC,INV_A_PhaseRot,INV_A_GridFreq,INV_A_LineVoltVab,INV_A_LineVoltVbc,INV_A_LineVoltVca,INV_B_ApparentPower,INV_B_FaultGrp1,INV_B_FaultGrp2,INV_B_FaultGrp3,INV_B_FaultGrp4,INV_B_Status,GW1_BDC_Vmeas,GW1_BDC_Iin,GW1_BDC_Iout,GW1_BDC_IoutMin,GW1_BDC_IoutMax,GW1_BDC_RC,GW1_FCS_Vmeas,GW1_FCS_Imeas,GW1_FCS_ILim,GW1_FCS_PAirPmp,GW1_FCS_FuelEmpty,GW1_FCS_RC,GW1_HVB_Vmeas,GW1_HVB_Imeas,GW1_HVB_Soc,GW1_HVB_PChgLim,GW1_HVB_PDchgLim,GW1_HVB_RC,GW1_FCE_Pmeas,GW1_FCE_PChgLim,GW1_FCE_PDchgLim,GW1_FCE_Vmeas,GW1_FCE_Imeas,GW1_Power_RC,GW1_BDC_St,GW1_HVH2_St,GW1_FCS_St,GW1_HVB_St,GW1_FCE_St,GW1_MdFb,GW1_EHV_St,GW1_SmokeDetSt,GW1_EstopDetS,GW1_FCE_FaultID,GW1_FCE_FaultIDSt,GW1_FCE_FaultLvl,GW1_States_RC,GW1_BATT_BATT_DTC_HIGH,GW1_BATT_BATT_DTC_LOW,GW1_BATT_DTC_STORAGE,GW1_BATT_SPECIFY_CODE_SYS,GW1_BATT_ALIVE_COUNTER_560,GW1_BATT_CHECKSUM_560,GW1_FC_DTC_HIGH_BYTE,GW1_FC_DTC_LOW_BYTE,GW1_FC_DTC_FTB,GW1_FC_FTB_USAGE,GW1_FC_DTC_STORAGE_STATUS,GW1_FC_DTC_SYSTEM_DESIGNATOR_BIT,GW1_FC_ALIVE_COUNTER_688,GW1_FC_CHECKSUM_688,GW1_Bat_TMax,GW1_FCS_TMax,GW1_BDC_Tmax,GW1_DV_Iin,GW1_DV_Iout,GW1_DV_Vout,GW1_Air_T1,GW1_FCE_RC,GW1_Air_Press,GW1_ClntFc1_TIn,GW1_ClntFc2_TIn,GW1_ClntFc1_TOut,GW1_ClntFc2_TOut,GW1_ClntFc3_TOut,GW1_ClntFc4_TOut,GW1_DoorBatLtSt,GW1_DoorBatRtSt,GW1_DoorFcLtSt,GW1_DoorFcRtSt,GW1_Quad_RC
MFCG1,2024-06-13 11:55:18.806833029-07:00,1718304918.806833,28.58483958244324,180.0,3.0,0.0,162.0,(0) HV OFF,(0) Open,(0) Open,0.0,465.0,0.0,(0) OFF,(0) OFF - Iso Meas,0.0,(0) HV OFF,(0) Open,(0) Open,0.0,465.0,0.0,(0) OFF,(0) OFF - Iso Meas,0.0,222.0,180.0,2.0,0.0,16.0,3.0,0.0,3.0,4.0,0.0,8.0,1.0,1.0,12.4,870.0,870.0,870.0,-10.0,-10.0,-10.0,-10.0,0.0,0.0,0.0,3.0,25.002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,-983.04,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12.465,0.0,0.0,0.0,-31.92,129.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-5.6000000000000005,0.0,0.0,27.65,0.6,0.6,0.3,0.0,0.0,2.1,1.5,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.06,224.95,76.78,373.23,5.0,1.0,0.0,0.0,-20.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,12.0,-0.0699999999999931,5.0,(0) OFF,(0) OFF,(1) ON,(0) OFF,(2) FAULT,(0) HV OFF,(0) Open,(1) ON,(0) OFF,4.0,0.0,(3) Faulted,5.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,12.0,-40.0,13.0,0.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,(0) Open,(0) Open,(0) Open,(0) Open,13.0
MFCG1,2024-06-13 11:55:18.807101488-07:00,1718304918.8071015,28.585108041763306,180.0,3.0,0.0,162.0,(0) HV OFF,(0) Open,(0) Open,0.0,465.0,0.0,(0) OFF,(0) OFF - Iso Meas,0.0,(0) HV OFF,(0) Open,(0) Open,0.0,465.0,0.0,(0) OFF,(0) OFF - Iso Meas,0.0,222.0,180.0,2.0,0.0,16.0,3.0,0.0,3.0,4.0,0.0,8.0,1.0,1.0,12.4,870.0,870.0,870.0,-10.0,-10.0,-10.0,-10.0,0.0,0.0,0.0,3.0,25.002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,-983.04,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12.465,0.0,0.0,0.0,-31.92,129.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-5.6000000000000005,0.0,0.0,27.65,0.6,0.6,0.3,0.0,0.0,2.1,1.5,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.06,224.95,76.78,373.23,5.0,1.0,0.0,0.0,-20.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,12.0,-0.0699999999999931,5.0,(0) OFF,(0) OFF,(1) ON,(0) OFF,(2) FAULT,(0) HV OFF,(0) Open,(1) ON,(0) OFF,4.0,0.0,(3) Faulted,5.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,12.0,-40.0,14.0,0.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,(0) Open,(0) Open,(0) Open,(0) Open,13.0
MFCG1,2024-06-13 11:55:18.807375669-07:00,1718304918.8073757,28.585382223129272,180.0,3.0,0.0,162.0,(0) HV OFF,(0) Open,(0) Open,0.0,465.0,0.0,(0) OFF,(0) OFF - Iso Meas,0.0,(0) HV OFF,(0) Open,(0) Open,0.0,465.0,0.0,(0) OFF,(0) OFF - Iso Meas,0.0,222.0,180.0,2.0,0.0,16.0,3.0,0.0,3.0,4.0,0.0,8.0,1.0,1.0,12.4,870.0,870.0,870.0,-10.0,-10.0,-10.0,-10.0,0.0,0.0,0.0,3.0,25.002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,-983.04,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12.465,0.0,0.0,0.0,-31.92,129.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-5.6000000000000005,0.0,0.0,27.65,0.6,0.6,0.3,0.0,0.0,2.1,1.5,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.06,224.95,76.78,373.23,5.0,1.0,0.0,0.0,-20.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,12.0,-0.0699999999999931,5.0,(0) OFF,(0) OFF,(1) ON,(0) OFF,(2) FAULT,(0) HV OFF,(0) Open,(1) ON,(0) OFF,4.0,0.0,(3) Faulted,5.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,12.0,-40.0,14.0,0.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,(0) Open,(0) Open,(0) Open,(0) Open,14.0
MFCG1,2024-06-13 11:55:18.812872648-07:00,1718304918.8128726,28.59087920188904,181.0,3.0,0.0,162.0,(0) HV OFF,(0) Open,(0) Open,0.0,465.0,0.0,(0) OFF,(0) OFF - Iso Meas,0.0,(0) HV OFF,(0) Open,(0) Open,0.0,465.0,0.0,(0) OFF,(0) OFF - Iso Meas,0.0,222.0,180.0,2.0,0.0,16.0,3.0,0.0,3.0,4.0,0.0,8.0,1.0,1.0,12.4,870.0,870.0,870.0,-10.0,-10.0,-10.0,-10.0,0.0,0.0,0.0,3.0,25.002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,-983.04,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12.465,0.0,0.0,0.0,-31.92,129.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-5.6000000000000005,0.0,0.0,27.65,0.6,0.6,0.3,0.0,0.0,2.1,1.5,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.06,224.95,76.78,373.23,5.0,1.0,0.0,0.0,-20.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,12.0,-0.0699999999999931,5.0,(0) OFF,(0) OFF,(1) ON,(0) OFF,(2) FAULT,(0) HV OFF,(0) Open,(1) ON,(0) OFF,4.0,0.0,(3) Faulted,5.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,12.0,-40.0,14.0,0.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,(0) Open,(0) Open,(0) Open,(0) Open,14.0
MFCG1,2024-06-13 11:55:18.812937975-07:00,1718304918.812938,28.590944528579712,181.0,3.0,0.0,162.0,(0) HV OFF,(0) Open,(0) Open,0.0,465.0,0.0,(0) OFF,(0) OFF - Iso Meas,0.0,(0) HV OFF,(0) Open,(0) Open,0.0,465.0,0.0,(0) OFF,(0) OFF - Iso Meas,0.0,222.0,180.0,2.0,0.0,16.0,3.0,0.0,3.0,4.0,0.0,8.0,1.0,1.0,12.4,870.0,870.0,870.0,-10.0,-10.0,-10.0,-10.0,0.0,0.0,0.0,3.0,25.002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,-983.04,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12.465,0.0,0.0,0.0,-31.92,129.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-5.6000000000000005,0.0,0.0,27.65,0.6,0.6,0.3,0.0,0.0,2.1,1.5,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.06,224.95,76.78,373.23,5.0,1.0,0.0,0.0,-20.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,12.0,-0.0699999999999931,5.0,(0) OFF,(0) OFF,(1) ON,(0) OFF,(2) FAULT,(0) HV OFF,(0) Open,(1) ON,(0) OFF,4.0,0.0,(3) Faulted,5.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,12.0,-40.0,14.0,0.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,(0) Open,(0) Open,(0) Open,(0) Open,14.0
MFCG1,2024-06-13 11:55:18.813182116-07:00,1718304918.813182,28.591188669204712,181.0,3.0,0.0,162.0,(0) HV OFF,(0) Open,(0) Open,0.0,465.0,0.0,(0) OFF,(0) OFF - Iso Meas,0.0,(0) HV OFF,(0) Open,(0) Open,0.0,465.0,0.0,(0) OFF,(0) OFF - Iso Meas,0.0,222.0,180.0,2.0,0.0,16.0,3.0,0.0,3.0,4.0,0.0,8.0,1.0,1.0,12.4,870.0,870.0,870.0,-10.0,-10.0,-10.0,-10.0,0.0,0.0,0.0,3.0,25.002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,-983.04,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12.465,0.0,0.0,0.0,-31.92,129.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-5.6000000000000005,0.0,0.0,27.65,0.6,0.6,0.3,0.0,0.0,2.1,1.5,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.06,224.95,76.78,373.23,5.0,1.0,0.0,0.0,-20.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,12.0,-0.0699999999999931,5.0,(0) OFF,(0) OFF,(1) ON,(0) OFF,(2) FAULT,(0) HV OFF,(0) Open,(1) ON,(0) OFF,4.0,0.0,(3) Faulted,5.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,12.0,-40.0,14.0,0.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,(0) Open,(0) Open,(0) Open,(0) Open,14.0
MFCG1,2024-06-13 11:55:18.813416004-07:00,1718304918.813416,28.59142255783081,181.0,3.0,0.0,162.0,(0) HV OFF,(0) Open,(0) Open,0.0,465.0,0.0,(0) OFF,(0) OFF - Iso Meas,0.0,(0) HV OFF,(0) Open,(0) Open,0.0,465.0,0.0,(0) OFF,(0) OFF - Iso Meas,0.0,222.0,181.0,2.0,0.0,16.0,3.0,0.0,3.0,4.0,0.0,8.0,1.0,1.0,12.4,870.0,870.0,870.0,-10.0,-10.0,-10.0,-10.0,0.0,0.0,0.0,3.0,25.002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,-983.04,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12.465,0.0,0.0,0.0,-31.92,129.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-5.6000000000000005,0.0,0.0,27.65,0.6,0.6,0.3,0.0,0.0,2.1,1.5,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.06,224.95,76.78,373.23,5.0,1.0,0.0,0.0,-20.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,12.0,-0.0699999999999931,5.0,(0) OFF,(0) OFF,(1) ON,(0) OFF,(2) FAULT,(0) HV OFF,(0) Open,(1) ON,(0) OFF,4.0,0.0,(3) Faulted,5.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,12.0,-40.0,14.0,0.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,(0) Open,(0) Open,(0) Open,(0) Open,14.0
MFCG1,2024-06-13 11:55:18.822748899-07:00,1718304918.822749,28.60075545310974,182.0,3.0,0.0,162.0,(0) HV OFF,(0) Open,(0) Open,0.0,465.0,0.0,(0) OFF,(0) OFF - Iso Meas,0.0,(0) HV OFF,(0) Open,(0) Open,0.0,465.0,0.0,(0) OFF,(0) OFF - Iso Meas,0.0,222.0,181.0,2.0,0.0,16.0,3.0,0.0,3.0,4.0,0.0,8.0,1.0,1.0,12.4,870.0,870.0,870.0,-10.0,-10.0,-10.0,-10.0,0.0,0.0,0.0,3.0,25.002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,-983.04,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12.465,0.0,0.0,0.0,-31.92,129.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-5.6000000000000005,0.0,0.0,27.65,0.6,0.6,0.3,0.0,0.0,2.1,1.5,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.06,224.95,76.78,373.23,5.0,1.0,0.0,0.0,-20.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,12.0,-0.0699999999999931,5.0,(0) OFF,(0) OFF,(1) ON,(0) OFF,(2) FAULT,(0) HV OFF,(0) Open,(1) ON,(0) OFF,4.0,0.0,(3) Faulted,5.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,12.0,-40.0,14.0,0.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,(0) Open,(0) Open,(0) Open,(0) Open,14.0
MFCG1,2024-06-13 11:55:18.822815180-07:00,1718304918.8228152,28.60082173347473,182.0,3.0,0.0,162.0,(0) HV OFF,(0) Open,(0) Open,0.0,465.0,0.0,(0) OFF,(0) OFF - Iso Meas,0.0,(0) HV OFF,(0) Open,(0) Open,0.0,465.0,0.0,(0) OFF,(0) OFF - Iso Meas,0.0,222.0,181.0,2.0,0.0,16.0,3.0,0.0,3.0,4.0,0.0,8.0,1.0,1.0,12.4,870.0,870.0,870.0,-10.0,-10.0,-10.0,-10.0,0.0,0.0,0.0,3.0,25.002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,-983.04,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12.465,0.0,0.0,0.0,-31.92,129.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-5.6000000000000005,0.0,0.0,27.65,0.6,0.6,0.3,0.0,0.0,2.1,1.5,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.06,224.95,76.78,373.23,5.0,1.0,0.0,0.0,-20.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,12.0,-0.0699999999999931,5.0,(0) OFF,(0) OFF,(1) ON,(0) OFF,(2) FAULT,(0) HV OFF,(0) Open,(1) ON,(0) OFF,4.0,0.0,(3) Faulted,5.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,12.0,-40.0,14.0,0.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,(0) Open,(0) Open,(0) Open,(0) Open,14.0
MFCG1,2024-06-13 11:55:18.823059320-07:00,1718304918.823059,28.601065635681152,182.0,3.0,0.0,162.0,(0) HV OFF,(0) Open,(0) Open,0.0,465.0,0.0,(0) OFF,(0) OFF - Iso Meas,0.0,(0) HV OFF,(0) Open,(0) Open,0.0,465.0,0.0,(0) OFF,(0) OFF - Iso Meas,0.0,222.0,181.0,2.0,0.0,16.0,3.0,0.0,3.0,4.0,0.0,8.0,1.0,1.0,12.4,870.0,870.0,870.0,-10.0,-10.0,-10.0,-10.0,0.0,0.0,0.0,3.0,25.002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,-983.04,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12.465,0.0,0.0,0.0,-31.92,129.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-5.6000000000000005,0.0,0.0,27.65,0.6,0.6,0.3,0.0,0.0,2.1,1.5,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.06,224.95,76.78,373.23,5.0,1.0,0.0,0.0,-20.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,12.0,-0.0699999999999931,5.0,(0) OFF,(0) OFF,(1) ON,(0) OFF,(2) FAULT,(0) HV OFF,(0) Open,(1) ON,(0) OFF,4.0,0.0,(3) Faulted,5.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,12.0,-40.0,14.0,0.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,(0) Open,(0) Open,(0) Open,(0) Open,14.0
MFCG1,2024-06-13 11:55:18.823293447-07:00,1718304918.8232934,28.60130000114441,182.0,3.0,0.0,162.0,(0) HV OFF,(0) Open,(0) Open,0.0,465.0,0.0,(0) OFF,(0) OFF - Iso Meas,0.0,(0) HV OFF,(0) Open,(0) Open,0.0,465.0,0.0,(0) OFF,(0) OFF - Iso Meas,0.0,222.0,182.0,2.0,0.0,16.0,3.0,0.0,3.0,4.0,0.0,8.0,1.0,1.0,12.4,870.0,870.0,870.0,-10.0,-10.0,-10.0,-10.0,0.0,0.0,0.0,3.0,25.002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,-983.04,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12.465,0.0,0.0,0.0,-31.92,129.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-5.6000000000000005,0.0,0.0,27.65,0.6,0.6,0.3,0.0,0.0,2.1,1.5,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.06,224.95,76.78,373.23,5.0,1.0,0.0,0.0,-20.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,12.0,-0.0699999999999931,5.0,(0) OFF,(0) OFF,(1) ON,(0) OFF,(2) FAULT,(0) HV OFF,(0) Open,(1) ON,(0) OFF,4.0,0.0,(3) Faulted,5.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,12.0,-40.0,14.0,0.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,(0) Open,(0) Open,(0) Open,(0) Open,14.0
MFCG1,2024-06-13 11:55:18.832873106-07:00,1718304918.832873,28.61087965965271,183.0,3.0,0.0,162.0,(0) HV OFF,(0) Open,(0) Open,0.0,465.0,0.0,(0) OFF,(0) OFF - Iso Meas,0.0,(0) HV OFF,(0) Open,(0) Open,0.0,465.0,0.0,(0) OFF,(0) OFF - Iso Meas,0.0,222.0,182.0,2.0,0.0,16.0,3.0,0.0,3.0,4.0,0.0,8.0,1.0,1.0,12.4,870.0,870.0,870.0,-10.0,-10.0,-10.0,-10.0,0.0,0.0,0.0,3.0,25.002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,-983.04,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12.465,0.0,0.0,0.0,-31.92,129.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-5.6000000000000005,0.0,0.0,27.65,0.6,0.6,0.3,0.0,0.0,2.1,1.5,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.06,224.95,76.78,373.23,5.0,1.0,0.0,0.0,-20.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,12.0,-0.0699999999999931,5.0,(0) OFF,(0) OFF,(1) ON,(0) OFF,(2) FAULT,(0) HV OFF,(0) Open,(1) ON,(0) OFF,4.0,0.0,(3) Faulted,5.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,12.0,-40.0,14.0,0.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,(0) Open,(0) Open,(0) Open,(0) Open,14.0
MFCG1,2024-06-13 11:55:18.832937956-07:00,1718304918.832938,28.610944509506226,183.0,3.0,0.0,162.0,(0) HV OFF,(0) Open,(0) Open,0.0,465.0,0.0,(0) OFF,(0) OFF - Iso Meas,0.0,(0) HV OFF,(0) Open,(0) Open,0.0,465.0,0.0,(0) OFF,(0) OFF - Iso Meas,0.0,222.0,182.0,2.0,0.0,16.0,3.0,0.0,3.0,4.0,0.0,8.0,1.0,1.0,12.4,870.0,870.0,870.0,-10.0,-10.0,-10.0,-10.0,0.0,0.0,0.0,3.0,25.002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,-983.04,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12.465,0.0,0.0,0.0,-31.92,129.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-5.6000000000000005,0.0,0.0,27.65,0.6,0.6,0.3,0.0,0.0,2.1,1.5,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.06,224.95,76.78,373.23,5.0,1.0,0.0,0.0,-20.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,12.0,-0.0699999999999931,5.0,(0) OFF,(0) OFF,(1) ON,(0) OFF,(2) FAULT,(0) HV OFF,(0) Open,(1) ON,(0) OFF,4.0,0.0,(3) Faulted,5.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,12.0,-40.0,14.0,0.0,-40.0,-40.0,-40.0,-40.0,-40.0,-40.0,(0) Open,(0) Open,(0) Open,(0) Open,14.0
